0,1,2,3,4,5,6,7,8,9,Anomaly_label
0.4651392984860116,0.6109339128391955,0.5900864057207551,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1
0.4651392984860116,0.5094993644033909,0.4381151230120279,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.4651392984860116,0.5094993644033909,0.4381151230120279,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.4651392984860116,0.5094993644033909,0.4381151230120279,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.4651392984860116,0.5094993644033909,0.4381151230120279,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.5476692033264401,0.5094993644033909,0.4381151230120279,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.2589780076854626,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1
0.2589780076854626,0.5210229344834207,0.5900864057207551,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1
0.3170833523974865,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1
0.3170833523974865,0.5210229344834207,0.5900864057207551,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1
0.3170833523974865,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1
0.5077363036341431,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1
0.5077363036341431,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1
0.5852517108281474,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-1
0.4194971464159835,0.6651745853425819,0.5011228208664336,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.3442669593950604,0.5888260356245976,0.4381151230120279,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.2886911956409776,0.7593052244993483,0.6207630462188782,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1
0.5077363036341431,0.7180062486601848,0.6025658536580734,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1
0.2886911956409776,0.3905236559688543,0.295695384284441,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1
0.3170833523974865,0.555207011056428,0.557571773091353,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
0.4651392984860116,0.5664752098412098,0.5773132969283221,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.3442669593950604,0.5888260356245976,0.5963619909616762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.4427258283500022,0.5888260356245976,0.5963619909616762,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1
0.5280147800595998,0.5888260356245976,0.5963619909616762,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
