0,1,2,3,4,5,6,7,8,9
0.46513929848601165,0.6109339128391955,0.5900864057207551,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.46513929848601165,0.5094993644033909,0.43811512301202793,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.46513929848601165,0.5094993644033909,0.43811512301202793,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.46513929848601165,0.5094993644033909,0.43811512301202793,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.46513929848601165,0.5094993644033909,0.43811512301202793,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5476692033264401,0.5094993644033909,0.43811512301202793,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.25897800768546264,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.25897800768546264,0.5210229344834207,0.5900864057207551,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.31708335239748653,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.31708335239748653,0.5210229344834207,0.5900864057207551,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.31708335239748653,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.5077363036341431,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5077363036341431,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.5852517108281474,0.5210229344834207,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.41949714641598357,0.6651745853425819,0.5011228208664336,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.34426695939506047,0.5888260356245976,0.43811512301202793,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.28869119564097767,0.7593052244993483,0.6207630462188782,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.5077363036341431,0.7180062486601848,0.6025658536580734,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.28869119564097767,0.3905236559688543,0.295695384284441,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.31708335239748653,0.555207011056428,0.557571773091353,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.46513929848601165,0.5664752098412098,0.5773132969283221,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.34426695939506047,0.5888260356245976,0.5963619909616762,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.4427258283500022,0.5888260356245976,0.5963619909616762,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5280147800595998,0.5888260356245976,0.5963619909616762,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.31708335239748653,0.6218983850978645,0.5708122362625843,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.31708335239748653,0.6328040663380907,0.5773132969283221,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.41949714641598357,0.3905236559688543,0.35721382996347995,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.46513929848601165,0.5776813245711505,0.5708122362625843,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.41949714641598357,0.5888260356245976,0.4626079426304397,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.28869119564097767,0.36586996407434036,0.40363800903832336,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.6543697138183173,0.6758512748376511,0.5900864057207551,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5077363036341431,0.5776813245711505,0.5508284307534637,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.31708335239748653,0.654441554217339,0.6554236734050956,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.48679284187320615,0.654441554217339,0.6554236734050956,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5852517108281474,0.654441554217339,0.6554236734050956,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.31708335239748653,0.5888260356245976,0.6207630462188782,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.41949714641598357,0.5888260356245976,0.6207630462188782,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5077363036341431,0.5888260356245976,0.6207630462188782,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.3953917061328549,0.6436515836685572,0.6609912306981416,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.48679284187320615,0.6436515836685572,0.6609912306981416,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.5667368389020013,0.6436515836685572,0.6609912306981416,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.28869119564097767,0.6109339128391955,0.6025658536580734,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.46513929848601165,0.5094993644033909,0.48604318237173993,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.34426695939506047,0.6864722111309156,0.6086996147107429,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.25897800768546264,0.5094993644033909,0.3668217281702031,1.0,0.0,0.0,0.0,1.0,1.0,0.0
0.41949714641598357,0.45088133963440846,0.557571773091353,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.28869119564097767,0.48625448650046543,0.3946653737214718,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6543697138183173,0.4389522457411843,0.6266956962803838,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.34426695939506047,0.5776813245711505,0.5011228208664336,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.41949714641598357,0.32831988809289925,0.4211502398963298,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.41949714641598357,0.4389522457411843,0.4296989532256523,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.3953917061328549,0.4148820869673955,0.35721382996347995,0.0,1.0,0.0,0.0,1.0,1.0,0.0
